
                           START @2022-12-03 22:16:09.279106
----------------------------------------------------------------------------------------
args.config_file='config_files/modify_inc/least_most_2.ini'
----------------------------------------------------------------------------------------
---------------------------------------- CONFIG -----------------------------------------
----------------------------------------------------------------------------------------
seed=0
device=device(type='cuda', index=0)
torch.backends.cudnn.enabled=False
Starting modification: initial=0, start=None, end=1000, @2022-12-03 22:16:12.834588
46 / 1000 = 4% @2022-12-03 22:16:17.345548
47 / 1000 = 4% @2022-12-03 22:16:17.428925
48 / 1000 = 4% @2022-12-03 22:16:17.455624
49 / 1000 = 4% @2022-12-03 22:16:17.480214
50 / 1000 = 5% @2022-12-03 22:16:17.506035
51 / 1000 = 5% @2022-12-03 22:16:17.747993
52 / 1000 = 5% @2022-12-03 22:16:17.879544
53 / 1000 = 5% @2022-12-03 22:16:17.903957
54 / 1000 = 5% @2022-12-03 22:16:18.042269
55 / 1000 = 5% @2022-12-03 22:16:18.066824
56 / 1000 = 5% @2022-12-03 22:16:18.090754
57 / 1000 = 5% @2022-12-03 22:16:18.175515
58 / 1000 = 5% @2022-12-03 22:16:18.199493
59 / 1000 = 5% @2022-12-03 22:16:18.401941
60 / 1000 = 6% @2022-12-03 22:16:18.485415
61 / 1000 = 6% @2022-12-03 22:16:18.784797
62 / 1000 = 6% @2022-12-03 22:16:18.869513
63 / 1000 = 6% @2022-12-03 22:16:18.896925
64 / 1000 = 6% @2022-12-03 22:16:19.092512
65 / 1000 = 6% @2022-12-03 22:16:19.120906
66 / 1000 = 6% @2022-12-03 22:16:19.149285
67 / 1000 = 6% @2022-12-03 22:16:19.241666
68 / 1000 = 6% @2022-12-03 22:16:19.268084
69 / 1000 = 6% @2022-12-03 22:16:19.294300
70 / 1000 = 7% @2022-12-03 22:16:19.320227
71 / 1000 = 7% @2022-12-03 22:16:19.349409
72 / 1000 = 7% @2022-12-03 22:16:19.382445
73 / 1000 = 7% @2022-12-03 22:16:19.411412
74 / 1000 = 7% @2022-12-03 22:16:19.440015
75 / 1000 = 7% @2022-12-03 22:16:19.472665
76 / 1000 = 7% @2022-12-03 22:16:19.501387
77 / 1000 = 7% @2022-12-03 22:16:19.527275
78 / 1000 = 7% @2022-12-03 22:16:19.559689
79 / 1000 = 7% @2022-12-03 22:16:19.904935
80 / 1000 = 8% @2022-12-03 22:16:20.328726
81 / 1000 = 8% @2022-12-03 22:16:20.361870
82 / 1000 = 8% @2022-12-03 22:16:20.572285
83 / 1000 = 8% @2022-12-03 22:16:20.603038
84 / 1000 = 8% @2022-12-03 22:16:20.854122
85 / 1000 = 8% @2022-12-03 22:16:20.996945
86 / 1000 = 8% @2022-12-03 22:16:21.026409
87 / 1000 = 8% @2022-12-03 22:16:21.071058
88 / 1000 = 8% @2022-12-03 22:16:21.150401
89 / 1000 = 8% @2022-12-03 22:16:21.183081
90 / 1000 = 9% @2022-12-03 22:16:21.213654
91 / 1000 = 9% @2022-12-03 22:16:21.243777
92 / 1000 = 9% @2022-12-03 22:16:21.635335
93 / 1000 = 9% @2022-12-03 22:16:21.694469
94 / 1000 = 9% @2022-12-03 22:16:22.031274
95 / 1000 = 9% @2022-12-03 22:16:22.063696
96 / 1000 = 9% @2022-12-03 22:16:22.355721
97 / 1000 = 9% @2022-12-03 22:16:22.390380
98 / 1000 = 9% @2022-12-03 22:16:22.866324
99 / 1000 = 9% @2022-12-03 22:16:22.914048
100 / 1000 = 10% @2022-12-03 22:16:23.154363
101 / 1000 = 10% @2022-12-03 22:16:23.543316
102 / 1000 = 10% @2022-12-03 22:16:23.716944
103 / 1000 = 10% @2022-12-03 22:16:23.903570
104 / 1000 = 10% @2022-12-03 22:16:23.967759
105 / 1000 = 10% @2022-12-03 22:16:24.004373
106 / 1000 = 10% @2022-12-03 22:16:24.509725
107 / 1000 = 10% @2022-12-03 22:16:24.559057
108 / 1000 = 10% @2022-12-03 22:16:24.609118
109 / 1000 = 10% @2022-12-03 22:16:24.676316
110 / 1000 = 11% @2022-12-03 22:16:24.715960
111 / 1000 = 11% @2022-12-03 22:16:24.857945
112 / 1000 = 11% @2022-12-03 22:16:24.905196
113 / 1000 = 11% @2022-12-03 22:16:25.285773
114 / 1000 = 11% @2022-12-03 22:16:25.820806
115 / 1000 = 11% @2022-12-03 22:16:26.136235
116 / 1000 = 11% @2022-12-03 22:16:26.189552
117 / 1000 = 11% @2022-12-03 22:16:26.310492
118 / 1000 = 11% @2022-12-03 22:16:26.429889
119 / 1000 = 11% @2022-12-03 22:16:26.546820
120 / 1000 = 12% @2022-12-03 22:16:26.863494
121 / 1000 = 12% @2022-12-03 22:16:26.963538
122 / 1000 = 12% @2022-12-03 22:16:27.017139
123 / 1000 = 12% @2022-12-03 22:16:27.137759
124 / 1000 = 12% @2022-12-03 22:16:27.454884
125 / 1000 = 12% @2022-12-03 22:16:27.769833
126 / 1000 = 12% @2022-12-03 22:16:28.084975
127 / 1000 = 12% @2022-12-03 22:16:28.193255
128 / 1000 = 12% @2022-12-03 22:16:28.797743
129 / 1000 = 12% @2022-12-03 22:16:28.918750
130 / 1000 = 13% @2022-12-03 22:16:29.040202
131 / 1000 = 13% @2022-12-03 22:16:29.228066
132 / 1000 = 13% @2022-12-03 22:16:29.349565
133 / 1000 = 13% @2022-12-03 22:16:29.403823
134 / 1000 = 13% @2022-12-03 22:16:29.523305
135 / 1000 = 13% @2022-12-03 22:16:29.576545
136 / 1000 = 13% @2022-12-03 22:16:29.630108
137 / 1000 = 13% @2022-12-03 22:16:29.740221
138 / 1000 = 13% @2022-12-03 22:16:29.795718
139 / 1000 = 13% @2022-12-03 22:16:29.842838
140 / 1000 = 14% @2022-12-03 22:16:29.904902
141 / 1000 = 14% @2022-12-03 22:16:29.968171
142 / 1000 = 14% @2022-12-03 22:16:30.031203
143 / 1000 = 14% @2022-12-03 22:16:30.094303
144 / 1000 = 14% @2022-12-03 22:16:30.218096
145 / 1000 = 14% @2022-12-03 22:16:30.276437
146 / 1000 = 14% @2022-12-03 22:16:30.334213
147 / 1000 = 14% @2022-12-03 22:16:30.573025
148 / 1000 = 14% @2022-12-03 22:16:30.631634
149 / 1000 = 14% @2022-12-03 22:16:30.817545
150 / 1000 = 15% @2022-12-03 22:16:30.876598
151 / 1000 = 15% @2022-12-03 22:16:30.943210
152 / 1000 = 15% @2022-12-03 22:16:31.011851
153 / 1000 = 15% @2022-12-03 22:16:31.071294
154 / 1000 = 15% @2022-12-03 22:16:31.122106
155 / 1000 = 15% @2022-12-03 22:16:31.280298
156 / 1000 = 15% @2022-12-03 22:16:31.503636
157 / 1000 = 15% @2022-12-03 22:16:31.571153
158 / 1000 = 15% @2022-12-03 22:16:31.640803
159 / 1000 = 15% @2022-12-03 22:16:31.700256
160 / 1000 = 16% @2022-12-03 22:16:31.935666
161 / 1000 = 16% @2022-12-03 22:16:31.991686
162 / 1000 = 16% @2022-12-03 22:16:32.057014
163 / 1000 = 16% @2022-12-03 22:16:32.123863
164 / 1000 = 16% @2022-12-03 22:16:32.177946
165 / 1000 = 16% @2022-12-03 22:16:32.242746
166 / 1000 = 16% @2022-12-03 22:16:32.307754
167 / 1000 = 16% @2022-12-03 22:16:32.377805
168 / 1000 = 16% @2022-12-03 22:16:32.450675
169 / 1000 = 16% @2022-12-03 22:16:32.518499
170 / 1000 = 17% @2022-12-03 22:16:32.590139
171 / 1000 = 17% @2022-12-03 22:16:32.701779
172 / 1000 = 17% @2022-12-03 22:16:32.822067
173 / 1000 = 17% @2022-12-03 22:16:32.880941
174 / 1000 = 17% @2022-12-03 22:16:32.993903
175 / 1000 = 17% @2022-12-03 22:16:33.105718
176 / 1000 = 17% @2022-12-03 22:16:33.236414
177 / 1000 = 17% @2022-12-03 22:16:33.347804
178 / 1000 = 17% @2022-12-03 22:16:33.412570
179 / 1000 = 17% @2022-12-03 22:16:33.482925
180 / 1000 = 18% @2022-12-03 22:16:33.596232
181 / 1000 = 18% @2022-12-03 22:16:33.714885
182 / 1000 = 18% @2022-12-03 22:16:33.783616
183 / 1000 = 18% @2022-12-03 22:16:33.904756
184 / 1000 = 18% @2022-12-03 22:16:34.025460
185 / 1000 = 18% @2022-12-03 22:16:34.137849
186 / 1000 = 18% @2022-12-03 22:16:34.210022
187 / 1000 = 18% @2022-12-03 22:16:34.278202
188 / 1000 = 18% @2022-12-03 22:16:34.487058
189 / 1000 = 18% @2022-12-03 22:16:34.555596
190 / 1000 = 19% @2022-12-03 22:16:34.614469
191 / 1000 = 19% @2022-12-03 22:16:34.673774
192 / 1000 = 19% @2022-12-03 22:16:34.749054
193 / 1000 = 19% @2022-12-03 22:16:34.820307
194 / 1000 = 19% @2022-12-03 22:16:35.723673
195 / 1000 = 19% @2022-12-03 22:16:35.783296
196 / 1000 = 19% @2022-12-03 22:16:35.844349
197 / 1000 = 19% @2022-12-03 22:16:35.903368
198 / 1000 = 19% @2022-12-03 22:16:35.979466
199 / 1000 = 19% @2022-12-03 22:16:36.293151
200 / 1000 = 20% @2022-12-03 22:16:36.558925
201 / 1000 = 20% @2022-12-03 22:16:36.639579
202 / 1000 = 20% @2022-12-03 22:16:36.708730
203 / 1000 = 20% @2022-12-03 22:16:36.772384
204 / 1000 = 20% @2022-12-03 22:16:36.859015
205 / 1000 = 20% @2022-12-03 22:16:36.947011
206 / 1000 = 20% @2022-12-03 22:16:37.034440
207 / 1000 = 20% @2022-12-03 22:16:37.121917
208 / 1000 = 20% @2022-12-03 22:16:37.209367
209 / 1000 = 20% @2022-12-03 22:16:37.296929
210 / 1000 = 21% @2022-12-03 22:16:37.373941
211 / 1000 = 21% @2022-12-03 22:16:37.449030
212 / 1000 = 21% @2022-12-03 22:16:37.527609
213 / 1000 = 21% @2022-12-03 22:16:37.611722
214 / 1000 = 21% @2022-12-03 22:16:37.867932
215 / 1000 = 21% @2022-12-03 22:16:37.946047
216 / 1000 = 21% @2022-12-03 22:16:38.203103
217 / 1000 = 21% @2022-12-03 22:16:38.281144
218 / 1000 = 21% @2022-12-03 22:16:38.536934
219 / 1000 = 21% @2022-12-03 22:16:38.614373
220 / 1000 = 22% @2022-12-03 22:16:39.292431
221 / 1000 = 22% @2022-12-03 22:16:39.631475
222 / 1000 = 22% @2022-12-03 22:16:39.811958
223 / 1000 = 22% @2022-12-03 22:16:39.994160
224 / 1000 = 22% @2022-12-03 22:16:40.189333
225 / 1000 = 22% @2022-12-03 22:16:40.629103
226 / 1000 = 22% @2022-12-03 22:16:40.872044
227 / 1000 = 22% @2022-12-03 22:16:41.455427
228 / 1000 = 22% @2022-12-03 22:16:41.992311
229 / 1000 = 22% @2022-12-03 22:16:43.676114
230 / 1000 = 23% @2022-12-03 22:16:44.588841
231 / 1000 = 23% @2022-12-03 22:16:45.430337
232 / 1000 = 23% @2022-12-03 22:16:46.090053
233 / 1000 = 23% @2022-12-03 22:16:46.289029
234 / 1000 = 23% @2022-12-03 22:16:46.461498
235 / 1000 = 23% @2022-12-03 22:16:47.009648
236 / 1000 = 23% @2022-12-03 22:16:47.247244
237 / 1000 = 23% @2022-12-03 22:16:47.613178
238 / 1000 = 23% @2022-12-03 22:16:47.889886
239 / 1000 = 23% @2022-12-03 22:16:48.154195
240 / 1000 = 24% @2022-12-03 22:16:48.377743
241 / 1000 = 24% @2022-12-03 22:16:48.865499
242 / 1000 = 24% @2022-12-03 22:16:49.567258
243 / 1000 = 24% @2022-12-03 22:16:49.866187
244 / 1000 = 24% @2022-12-03 22:16:50.908893
245 / 1000 = 24% @2022-12-03 22:16:51.267617
246 / 1000 = 24% @2022-12-03 22:16:51.515225
247 / 1000 = 24% @2022-12-03 22:16:51.870134
248 / 1000 = 24% @2022-12-03 22:16:52.297096
249 / 1000 = 24% @2022-12-03 22:16:52.663806
250 / 1000 = 25% @2022-12-03 22:16:52.954896
251 / 1000 = 25% @2022-12-03 22:16:53.112622
252 / 1000 = 25% @2022-12-03 22:16:53.404210
253 / 1000 = 25% @2022-12-03 22:16:53.699157
254 / 1000 = 25% @2022-12-03 22:16:54.366819
255 / 1000 = 25% @2022-12-03 22:16:54.546823
256 / 1000 = 25% @2022-12-03 22:16:54.821432
257 / 1000 = 25% @2022-12-03 22:16:55.330660
258 / 1000 = 25% @2022-12-03 22:16:56.183356
259 / 1000 = 25% @2022-12-03 22:16:56.505389
260 / 1000 = 26% @2022-12-03 22:16:56.618073
261 / 1000 = 26% @2022-12-03 22:16:57.146815
262 / 1000 = 26% @2022-12-03 22:16:57.292539
263 / 1000 = 26% @2022-12-03 22:16:57.698624
264 / 1000 = 26% @2022-12-03 22:16:57.948779
265 / 1000 = 26% @2022-12-03 22:16:58.560315
266 / 1000 = 26% @2022-12-03 22:16:58.898710
267 / 1000 = 26% @2022-12-03 22:16:59.670071
268 / 1000 = 26% @2022-12-03 22:16:59.912800
269 / 1000 = 26% @2022-12-03 22:17:00.030025
270 / 1000 = 27% @2022-12-03 22:17:00.305099
271 / 1000 = 27% @2022-12-03 22:17:00.454501
272 / 1000 = 27% @2022-12-03 22:17:00.841282
273 / 1000 = 27% @2022-12-03 22:17:01.048100
274 / 1000 = 27% @2022-12-03 22:17:01.653384
275 / 1000 = 27% @2022-12-03 22:17:01.809241
276 / 1000 = 27% @2022-12-03 22:17:03.501685
277 / 1000 = 27% @2022-12-03 22:17:04.235817
278 / 1000 = 27% @2022-12-03 22:17:05.267762
279 / 1000 = 27% @2022-12-03 22:17:05.899670
280 / 1000 = 28% @2022-12-03 22:17:06.926181
281 / 1000 = 28% @2022-12-03 22:17:07.039336
282 / 1000 = 28% @2022-12-03 22:17:07.123693
283 / 1000 = 28% @2022-12-03 22:17:07.474690
284 / 1000 = 28% @2022-12-03 22:17:07.633561
285 / 1000 = 28% @2022-12-03 22:17:08.045657
286 / 1000 = 28% @2022-12-03 22:17:08.757783
287 / 1000 = 28% @2022-12-03 22:17:09.379279
288 / 1000 = 28% @2022-12-03 22:17:09.775911
289 / 1000 = 28% @2022-12-03 22:17:11.096680
290 / 1000 = 29% @2022-12-03 22:17:12.288893
291 / 1000 = 29% @2022-12-03 22:17:13.281670
292 / 1000 = 29% @2022-12-03 22:17:14.043871
293 / 1000 = 29% @2022-12-03 22:17:14.244338
294 / 1000 = 29% @2022-12-03 22:17:15.303684
295 / 1000 = 29% @2022-12-03 22:17:15.696094
296 / 1000 = 29% @2022-12-03 22:17:16.302641
297 / 1000 = 29% @2022-12-03 22:17:16.508308
298 / 1000 = 29% @2022-12-03 22:17:17.464674
299 / 1000 = 29% @2022-12-03 22:17:18.006562
300 / 1000 = 30% @2022-12-03 22:17:18.164746
301 / 1000 = 30% @2022-12-03 22:17:18.462375
302 / 1000 = 30% @2022-12-03 22:17:18.715505
303 / 1000 = 30% @2022-12-03 22:17:19.003979
304 / 1000 = 30% @2022-12-03 22:17:19.542095
305 / 1000 = 30% @2022-12-03 22:17:19.909422
306 / 1000 = 30% @2022-12-03 22:17:20.089503
307 / 1000 = 30% @2022-12-03 22:17:20.247529
308 / 1000 = 30% @2022-12-03 22:17:20.631601
309 / 1000 = 30% @2022-12-03 22:17:20.777976
310 / 1000 = 31% @2022-12-03 22:17:22.193514
311 / 1000 = 31% @2022-12-03 22:17:22.884940
312 / 1000 = 31% @2022-12-03 22:17:24.046735
313 / 1000 = 31% @2022-12-03 22:17:24.460822
314 / 1000 = 31% @2022-12-03 22:17:24.636239
315 / 1000 = 31% @2022-12-03 22:17:24.876711
316 / 1000 = 31% @2022-12-03 22:17:25.189860
317 / 1000 = 31% @2022-12-03 22:17:25.443151
318 / 1000 = 31% @2022-12-03 22:17:25.789953
319 / 1000 = 31% @2022-12-03 22:17:26.761119
320 / 1000 = 32% @2022-12-03 22:17:27.048139
321 / 1000 = 32% @2022-12-03 22:17:27.188731
322 / 1000 = 32% @2022-12-03 22:17:27.756587
323 / 1000 = 32% @2022-12-03 22:17:27.866500
324 / 1000 = 32% @2022-12-03 22:17:27.951113
325 / 1000 = 32% @2022-12-03 22:17:28.101612
326 / 1000 = 32% @2022-12-03 22:17:28.356887
327 / 1000 = 32% @2022-12-03 22:17:28.899899
328 / 1000 = 32% @2022-12-03 22:17:29.143580
329 / 1000 = 32% @2022-12-03 22:17:29.260899
330 / 1000 = 33% @2022-12-03 22:17:30.626415
331 / 1000 = 33% @2022-12-03 22:17:31.175242
332 / 1000 = 33% @2022-12-03 22:17:31.809717
333 / 1000 = 33% @2022-12-03 22:17:32.262188
334 / 1000 = 33% @2022-12-03 22:17:33.616984
335 / 1000 = 33% @2022-12-03 22:17:34.400037
336 / 1000 = 33% @2022-12-03 22:17:35.236297
337 / 1000 = 33% @2022-12-03 22:17:35.447137
338 / 1000 = 33% @2022-12-03 22:17:36.327285
339 / 1000 = 33% @2022-12-03 22:17:36.988838
340 / 1000 = 34% @2022-12-03 22:17:37.805086
341 / 1000 = 34% @2022-12-03 22:17:37.991620
342 / 1000 = 34% @2022-12-03 22:17:39.206902
343 / 1000 = 34% @2022-12-03 22:17:39.451065
344 / 1000 = 34% @2022-12-03 22:17:39.848921
345 / 1000 = 34% @2022-12-03 22:17:40.300408
346 / 1000 = 34% @2022-12-03 22:17:40.682155
347 / 1000 = 34% @2022-12-03 22:17:40.823635
348 / 1000 = 34% @2022-12-03 22:17:42.039669
349 / 1000 = 34% @2022-12-03 22:17:42.507579
350 / 1000 = 35% @2022-12-03 22:17:42.947132
351 / 1000 = 35% @2022-12-03 22:17:43.148084
352 / 1000 = 35% @2022-12-03 22:17:43.594088
353 / 1000 = 35% @2022-12-03 22:17:44.778384
354 / 1000 = 35% @2022-12-03 22:17:45.006638
355 / 1000 = 35% @2022-12-03 22:17:45.744621
356 / 1000 = 35% @2022-12-03 22:17:46.699292
357 / 1000 = 35% @2022-12-03 22:17:46.963416
358 / 1000 = 35% @2022-12-03 22:17:48.460165
359 / 1000 = 35% @2022-12-03 22:17:49.865381
360 / 1000 = 36% @2022-12-03 22:17:50.279152
361 / 1000 = 36% @2022-12-03 22:17:50.564539
362 / 1000 = 36% @2022-12-03 22:17:50.818944
363 / 1000 = 36% @2022-12-03 22:17:51.296564
364 / 1000 = 36% @2022-12-03 22:17:51.744925
365 / 1000 = 36% @2022-12-03 22:17:52.162278
366 / 1000 = 36% @2022-12-03 22:17:52.345656
367 / 1000 = 36% @2022-12-03 22:17:53.565711
368 / 1000 = 36% @2022-12-03 22:17:54.428111
369 / 1000 = 36% @2022-12-03 22:17:54.696962
370 / 1000 = 37% @2022-12-03 22:17:55.100544
371 / 1000 = 37% @2022-12-03 22:17:55.275136
372 / 1000 = 37% @2022-12-03 22:17:55.419199
373 / 1000 = 37% @2022-12-03 22:17:56.617289
374 / 1000 = 37% @2022-12-03 22:17:56.854958
375 / 1000 = 37% @2022-12-03 22:17:57.010768
376 / 1000 = 37% @2022-12-03 22:17:57.906014
377 / 1000 = 37% @2022-12-03 22:17:58.117276
378 / 1000 = 37% @2022-12-03 22:17:59.600841
379 / 1000 = 37% @2022-12-03 22:17:59.800521
380 / 1000 = 38% @2022-12-03 22:18:01.281960
381 / 1000 = 38% @2022-12-03 22:18:01.819235
382 / 1000 = 38% @2022-12-03 22:18:03.308501
383 / 1000 = 38% @2022-12-03 22:18:03.954685
384 / 1000 = 38% @2022-12-03 22:18:04.277342
385 / 1000 = 38% @2022-12-03 22:18:05.323290
386 / 1000 = 38% @2022-12-03 22:18:05.622699
387 / 1000 = 38% @2022-12-03 22:18:06.001513
388 / 1000 = 38% @2022-12-03 22:18:06.748891
389 / 1000 = 38% @2022-12-03 22:18:07.029866
390 / 1000 = 39% @2022-12-03 22:18:07.516775
391 / 1000 = 39% @2022-12-03 22:18:08.296777
392 / 1000 = 39% @2022-12-03 22:18:09.759499
393 / 1000 = 39% @2022-12-03 22:18:10.518638
394 / 1000 = 39% @2022-12-03 22:18:10.849659
395 / 1000 = 39% @2022-12-03 22:18:11.352322
396 / 1000 = 39% @2022-12-03 22:18:11.924548
397 / 1000 = 39% @2022-12-03 22:18:12.805477
398 / 1000 = 39% @2022-12-03 22:18:13.475030
399 / 1000 = 39% @2022-12-03 22:18:14.244819
400 / 1000 = 40% @2022-12-03 22:18:14.725488
401 / 1000 = 40% @2022-12-03 22:18:14.906672
402 / 1000 = 40% @2022-12-03 22:18:15.199515
403 / 1000 = 40% @2022-12-03 22:18:15.474968
404 / 1000 = 40% @2022-12-03 22:18:16.097592
405 / 1000 = 40% @2022-12-03 22:18:16.996525
406 / 1000 = 40% @2022-12-03 22:18:17.432269
407 / 1000 = 40% @2022-12-03 22:18:17.555966
408 / 1000 = 40% @2022-12-03 22:18:18.326504
409 / 1000 = 40% @2022-12-03 22:18:18.705520
410 / 1000 = 41% @2022-12-03 22:18:18.917547
411 / 1000 = 41% @2022-12-03 22:18:19.274494
412 / 1000 = 41% @2022-12-03 22:18:19.779078
413 / 1000 = 41% @2022-12-03 22:18:20.342092
414 / 1000 = 41% @2022-12-03 22:18:21.107896
415 / 1000 = 41% @2022-12-03 22:18:22.180321
416 / 1000 = 41% @2022-12-03 22:18:22.396910
417 / 1000 = 41% @2022-12-03 22:18:22.476924
418 / 1000 = 41% @2022-12-03 22:18:22.687808
419 / 1000 = 41% @2022-12-03 22:18:22.862735
420 / 1000 = 42% @2022-12-03 22:18:24.059273
421 / 1000 = 42% @2022-12-03 22:18:24.416641
422 / 1000 = 42% @2022-12-03 22:18:24.936657
423 / 1000 = 42% @2022-12-03 22:18:25.516578
424 / 1000 = 42% @2022-12-03 22:18:25.579317
425 / 1000 = 42% @2022-12-03 22:18:26.047660
426 / 1000 = 42% @2022-12-03 22:18:26.619037
427 / 1000 = 42% @2022-12-03 22:18:27.535165
428 / 1000 = 42% @2022-12-03 22:18:27.654772
429 / 1000 = 42% @2022-12-03 22:18:27.926967
430 / 1000 = 43% @2022-12-03 22:18:27.991108
431 / 1000 = 43% @2022-12-03 22:18:28.131441
432 / 1000 = 43% @2022-12-03 22:18:28.281338
433 / 1000 = 43% @2022-12-03 22:18:28.996358
434 / 1000 = 43% @2022-12-03 22:18:29.352723
435 / 1000 = 43% @2022-12-03 22:18:29.622880
436 / 1000 = 43% @2022-12-03 22:18:30.033952
437 / 1000 = 43% @2022-12-03 22:18:30.216181
438 / 1000 = 43% @2022-12-03 22:18:31.613447
439 / 1000 = 43% @2022-12-03 22:18:31.797807
440 / 1000 = 44% @2022-12-03 22:18:31.941169
441 / 1000 = 44% @2022-12-03 22:18:32.210200
442 / 1000 = 44% @2022-12-03 22:18:32.388994
443 / 1000 = 44% @2022-12-03 22:18:32.536675
444 / 1000 = 44% @2022-12-03 22:18:32.652753
445 / 1000 = 44% @2022-12-03 22:18:33.841064
446 / 1000 = 44% @2022-12-03 22:18:34.472337
447 / 1000 = 44% @2022-12-03 22:18:35.046021
448 / 1000 = 44% @2022-12-03 22:18:35.710597
449 / 1000 = 44% @2022-12-03 22:18:36.020462
450 / 1000 = 45% @2022-12-03 22:18:36.527246
451 / 1000 = 45% @2022-12-03 22:18:37.158079
452 / 1000 = 45% @2022-12-03 22:18:38.341169
453 / 1000 = 45% @2022-12-03 22:18:38.915452
454 / 1000 = 45% @2022-12-03 22:18:39.868960
455 / 1000 = 45% @2022-12-03 22:18:40.109830
456 / 1000 = 45% @2022-12-03 22:18:41.702160
457 / 1000 = 45% @2022-12-03 22:18:42.442004
458 / 1000 = 45% @2022-12-03 22:18:42.679690
459 / 1000 = 45% @2022-12-03 22:18:43.893967
460 / 1000 = 46% @2022-12-03 22:18:44.073894
461 / 1000 = 46% @2022-12-03 22:18:44.614187
462 / 1000 = 46% @2022-12-03 22:18:44.873138
463 / 1000 = 46% @2022-12-03 22:18:45.075721
464 / 1000 = 46% @2022-12-03 22:18:45.309281
465 / 1000 = 46% @2022-12-03 22:18:45.432163
466 / 1000 = 46% @2022-12-03 22:18:46.789921
467 / 1000 = 46% @2022-12-03 22:18:47.231939
468 / 1000 = 46% @2022-12-03 22:18:47.575055
469 / 1000 = 46% @2022-12-03 22:18:47.825449
470 / 1000 = 47% @2022-12-03 22:18:48.761594
471 / 1000 = 47% @2022-12-03 22:18:50.118348
472 / 1000 = 47% @2022-12-03 22:18:51.082537
473 / 1000 = 47% @2022-12-03 22:18:51.517215
474 / 1000 = 47% @2022-12-03 22:18:51.827946
475 / 1000 = 47% @2022-12-03 22:18:52.039021
476 / 1000 = 47% @2022-12-03 22:18:52.123940
477 / 1000 = 47% @2022-12-03 22:18:52.467178
478 / 1000 = 47% @2022-12-03 22:18:52.649692
479 / 1000 = 47% @2022-12-03 22:18:52.894154
480 / 1000 = 48% @2022-12-03 22:18:53.524041
481 / 1000 = 48% @2022-12-03 22:18:53.809789
482 / 1000 = 48% @2022-12-03 22:18:54.088780
483 / 1000 = 48% @2022-12-03 22:18:55.276570
484 / 1000 = 48% @2022-12-03 22:18:56.736563
485 / 1000 = 48% @2022-12-03 22:18:57.011617
