
                           START @2022-12-03 21:52:13.536555
----------------------------------------------------------------------------------------
args.config_file='config_files/modify_inc/correspond_most_2.ini'
----------------------------------------------------------------------------------------
---------------------------------------- CONFIG -----------------------------------------
----------------------------------------------------------------------------------------
seed=0
device=device(type='cuda', index=0)
torch.backends.cudnn.enabled=False
Starting modification: initial=0, start=None, end=1000, @2022-12-03 21:52:17.053481
51 / 1000 = 5% @2022-12-03 21:52:23.158877
52 / 1000 = 5% @2022-12-03 21:52:23.365067
53 / 1000 = 5% @2022-12-03 21:52:23.391827
54 / 1000 = 5% @2022-12-03 21:52:23.533861
55 / 1000 = 5% @2022-12-03 21:52:23.557996
56 / 1000 = 5% @2022-12-03 21:52:23.582743
57 / 1000 = 5% @2022-12-03 21:52:23.689371
58 / 1000 = 5% @2022-12-03 21:52:23.711126
59 / 1000 = 5% @2022-12-03 21:52:24.015076
60 / 1000 = 6% @2022-12-03 21:52:24.117388
61 / 1000 = 6% @2022-12-03 21:52:24.582966
62 / 1000 = 6% @2022-12-03 21:52:24.681769
63 / 1000 = 6% @2022-12-03 21:52:24.734882
64 / 1000 = 6% @2022-12-03 21:52:25.030511
65 / 1000 = 6% @2022-12-03 21:52:25.063742
66 / 1000 = 6% @2022-12-03 21:52:25.100371
67 / 1000 = 6% @2022-12-03 21:52:25.186009
68 / 1000 = 6% @2022-12-03 21:52:25.211919
69 / 1000 = 6% @2022-12-03 21:52:25.237885
70 / 1000 = 7% @2022-12-03 21:52:25.262877
71 / 1000 = 7% @2022-12-03 21:52:25.299600
72 / 1000 = 7% @2022-12-03 21:52:25.333686
73 / 1000 = 7% @2022-12-03 21:52:25.355380
74 / 1000 = 7% @2022-12-03 21:52:25.383230
75 / 1000 = 7% @2022-12-03 21:52:25.408705
76 / 1000 = 7% @2022-12-03 21:52:25.430728
77 / 1000 = 7% @2022-12-03 21:52:25.471262
78 / 1000 = 7% @2022-12-03 21:52:25.521032
79 / 1000 = 7% @2022-12-03 21:52:26.117163
80 / 1000 = 8% @2022-12-03 21:52:26.716680
81 / 1000 = 8% @2022-12-03 21:52:26.751688
82 / 1000 = 8% @2022-12-03 21:52:27.045092
83 / 1000 = 8% @2022-12-03 21:52:27.067377
84 / 1000 = 8% @2022-12-03 21:52:27.407847
85 / 1000 = 8% @2022-12-03 21:52:27.567189
86 / 1000 = 8% @2022-12-03 21:52:27.596075
87 / 1000 = 8% @2022-12-03 21:52:27.616588
88 / 1000 = 8% @2022-12-03 21:52:27.702412
89 / 1000 = 8% @2022-12-03 21:52:27.733741
90 / 1000 = 9% @2022-12-03 21:52:27.765137
91 / 1000 = 9% @2022-12-03 21:52:27.796758
92 / 1000 = 9% @2022-12-03 21:52:28.322758
93 / 1000 = 9% @2022-12-03 21:52:28.369993
94 / 1000 = 9% @2022-12-03 21:52:28.886092
95 / 1000 = 9% @2022-12-03 21:52:28.911771
96 / 1000 = 9% @2022-12-03 21:52:29.352444
97 / 1000 = 9% @2022-12-03 21:52:29.382873
98 / 1000 = 9% @2022-12-03 21:52:29.974710
99 / 1000 = 9% @2022-12-03 21:52:30.007729
100 / 1000 = 10% @2022-12-03 21:52:30.272647
101 / 1000 = 10% @2022-12-03 21:52:30.797163
102 / 1000 = 10% @2022-12-03 21:52:31.005098
103 / 1000 = 10% @2022-12-03 21:52:31.228405
104 / 1000 = 10% @2022-12-03 21:52:31.307812
105 / 1000 = 10% @2022-12-03 21:52:31.339959
106 / 1000 = 10% @2022-12-03 21:52:31.972389
107 / 1000 = 10% @2022-12-03 21:52:32.013960
108 / 1000 = 10% @2022-12-03 21:52:32.048696
109 / 1000 = 10% @2022-12-03 21:52:32.111757
110 / 1000 = 11% @2022-12-03 21:52:32.137443
111 / 1000 = 11% @2022-12-03 21:52:32.287549
112 / 1000 = 11% @2022-12-03 21:52:32.325595
113 / 1000 = 11% @2022-12-03 21:52:32.816964
114 / 1000 = 11% @2022-12-03 21:52:33.490463
115 / 1000 = 11% @2022-12-03 21:52:33.838346
116 / 1000 = 11% @2022-12-03 21:52:33.876367
117 / 1000 = 11% @2022-12-03 21:52:33.990386
118 / 1000 = 11% @2022-12-03 21:52:34.103496
119 / 1000 = 11% @2022-12-03 21:52:34.204378
120 / 1000 = 12% @2022-12-03 21:52:34.570615
121 / 1000 = 12% @2022-12-03 21:52:34.678902
122 / 1000 = 12% @2022-12-03 21:52:34.731608
123 / 1000 = 12% @2022-12-03 21:52:34.835431
124 / 1000 = 12% @2022-12-03 21:52:35.172088
125 / 1000 = 12% @2022-12-03 21:52:35.500871
126 / 1000 = 12% @2022-12-03 21:52:35.851690
127 / 1000 = 12% @2022-12-03 21:52:35.956152
128 / 1000 = 12% @2022-12-03 21:52:36.695107
129 / 1000 = 12% @2022-12-03 21:52:36.818917
130 / 1000 = 13% @2022-12-03 21:52:36.940253
131 / 1000 = 13% @2022-12-03 21:52:37.122850
132 / 1000 = 13% @2022-12-03 21:52:37.226546
133 / 1000 = 13% @2022-12-03 21:52:37.292849
134 / 1000 = 13% @2022-12-03 21:52:37.405600
135 / 1000 = 13% @2022-12-03 21:52:37.453669
136 / 1000 = 13% @2022-12-03 21:52:37.491237
137 / 1000 = 13% @2022-12-03 21:52:37.650301
138 / 1000 = 13% @2022-12-03 21:52:37.699579
139 / 1000 = 13% @2022-12-03 21:52:37.731829
140 / 1000 = 14% @2022-12-03 21:52:37.783125
141 / 1000 = 14% @2022-12-03 21:52:37.829317
142 / 1000 = 14% @2022-12-03 21:52:37.875272
143 / 1000 = 14% @2022-12-03 21:52:37.921012
144 / 1000 = 14% @2022-12-03 21:52:38.037749
145 / 1000 = 14% @2022-12-03 21:52:38.079704
146 / 1000 = 14% @2022-12-03 21:52:38.132126
147 / 1000 = 14% @2022-12-03 21:52:38.385572
148 / 1000 = 14% @2022-12-03 21:52:38.427376
149 / 1000 = 14% @2022-12-03 21:52:38.592829
150 / 1000 = 15% @2022-12-03 21:52:38.656383
151 / 1000 = 15% @2022-12-03 21:52:38.705089
152 / 1000 = 15% @2022-12-03 21:52:38.766944
153 / 1000 = 15% @2022-12-03 21:52:38.809791
154 / 1000 = 15% @2022-12-03 21:52:38.851942
155 / 1000 = 15% @2022-12-03 21:52:39.014529
156 / 1000 = 15% @2022-12-03 21:52:39.218607
157 / 1000 = 15% @2022-12-03 21:52:39.268212
158 / 1000 = 15% @2022-12-03 21:52:39.407549
159 / 1000 = 15% @2022-12-03 21:52:39.479181
160 / 1000 = 16% @2022-12-03 21:52:39.750822
161 / 1000 = 16% @2022-12-03 21:52:39.831319
162 / 1000 = 16% @2022-12-03 21:52:39.902183
163 / 1000 = 16% @2022-12-03 21:52:39.961529
164 / 1000 = 16% @2022-12-03 21:52:40.000559
165 / 1000 = 16% @2022-12-03 21:52:40.047939
166 / 1000 = 16% @2022-12-03 21:52:40.123465
167 / 1000 = 16% @2022-12-03 21:52:40.183164
168 / 1000 = 16% @2022-12-03 21:52:40.242604
169 / 1000 = 16% @2022-12-03 21:52:40.306059
170 / 1000 = 17% @2022-12-03 21:52:40.384187
171 / 1000 = 17% @2022-12-03 21:52:40.477098
172 / 1000 = 17% @2022-12-03 21:52:40.590208
173 / 1000 = 17% @2022-12-03 21:52:40.645827
174 / 1000 = 17% @2022-12-03 21:52:40.748561
175 / 1000 = 17% @2022-12-03 21:52:40.841316
176 / 1000 = 17% @2022-12-03 21:52:41.040496
177 / 1000 = 17% @2022-12-03 21:52:41.132942
178 / 1000 = 17% @2022-12-03 21:52:41.192732
179 / 1000 = 17% @2022-12-03 21:52:41.254182
180 / 1000 = 18% @2022-12-03 21:52:41.347659
181 / 1000 = 18% @2022-12-03 21:52:41.461235
182 / 1000 = 18% @2022-12-03 21:52:41.525355
183 / 1000 = 18% @2022-12-03 21:52:41.639163
184 / 1000 = 18% @2022-12-03 21:52:41.751336
185 / 1000 = 18% @2022-12-03 21:52:41.879252
186 / 1000 = 18% @2022-12-03 21:52:41.941642
187 / 1000 = 18% @2022-12-03 21:52:42.008159
188 / 1000 = 18% @2022-12-03 21:52:42.215040
189 / 1000 = 18% @2022-12-03 21:52:42.276933
190 / 1000 = 19% @2022-12-03 21:52:42.319870
191 / 1000 = 19% @2022-12-03 21:52:42.363348
192 / 1000 = 19% @2022-12-03 21:52:42.431876
193 / 1000 = 19% @2022-12-03 21:52:42.495173
194 / 1000 = 19% @2022-12-03 21:52:43.548438
195 / 1000 = 19% @2022-12-03 21:52:43.592760
196 / 1000 = 19% @2022-12-03 21:52:43.712346
197 / 1000 = 19% @2022-12-03 21:52:43.782852
198 / 1000 = 19% @2022-12-03 21:52:43.851792
199 / 1000 = 19% @2022-12-03 21:52:44.132547
200 / 1000 = 20% @2022-12-03 21:52:44.389960
201 / 1000 = 20% @2022-12-03 21:52:44.486383
202 / 1000 = 20% @2022-12-03 21:52:44.537610
203 / 1000 = 20% @2022-12-03 21:52:44.583991
204 / 1000 = 20% @2022-12-03 21:52:44.650840
205 / 1000 = 20% @2022-12-03 21:52:44.718503
206 / 1000 = 20% @2022-12-03 21:52:44.795418
207 / 1000 = 20% @2022-12-03 21:52:44.873799
208 / 1000 = 20% @2022-12-03 21:52:44.941136
209 / 1000 = 20% @2022-12-03 21:52:45.008456
210 / 1000 = 21% @2022-12-03 21:52:45.092595
211 / 1000 = 21% @2022-12-03 21:52:45.159606
212 / 1000 = 21% @2022-12-03 21:52:45.243010
213 / 1000 = 21% @2022-12-03 21:52:45.342325
214 / 1000 = 21% @2022-12-03 21:52:45.577563
215 / 1000 = 21% @2022-12-03 21:52:45.649161
216 / 1000 = 21% @2022-12-03 21:52:45.883727
217 / 1000 = 21% @2022-12-03 21:52:45.964264
218 / 1000 = 21% @2022-12-03 21:52:46.189986
219 / 1000 = 21% @2022-12-03 21:52:46.279544
220 / 1000 = 22% @2022-12-03 21:52:47.061946
221 / 1000 = 22% @2022-12-03 21:52:47.462436
222 / 1000 = 22% @2022-12-03 21:52:47.634138
223 / 1000 = 22% @2022-12-03 21:52:47.792064
224 / 1000 = 22% @2022-12-03 21:52:47.972074
225 / 1000 = 22% @2022-12-03 21:52:48.394691
226 / 1000 = 22% @2022-12-03 21:52:48.661332
227 / 1000 = 22% @2022-12-03 21:52:49.247711
228 / 1000 = 22% @2022-12-03 21:52:49.811694
229 / 1000 = 22% @2022-12-03 21:52:51.481680
230 / 1000 = 23% @2022-12-03 21:52:52.542811
231 / 1000 = 23% @2022-12-03 21:52:53.531904
232 / 1000 = 23% @2022-12-03 21:52:54.261746
233 / 1000 = 23% @2022-12-03 21:52:54.492692
234 / 1000 = 23% @2022-12-03 21:52:54.648745
235 / 1000 = 23% @2022-12-03 21:52:55.218186
236 / 1000 = 23% @2022-12-03 21:52:55.432704
237 / 1000 = 23% @2022-12-03 21:52:55.788833
238 / 1000 = 23% @2022-12-03 21:52:56.201210
239 / 1000 = 23% @2022-12-03 21:52:56.457866
240 / 1000 = 24% @2022-12-03 21:52:56.690897
241 / 1000 = 24% @2022-12-03 21:52:57.220990
242 / 1000 = 24% @2022-12-03 21:52:58.029447
243 / 1000 = 24% @2022-12-03 21:52:58.417231
244 / 1000 = 24% @2022-12-03 21:52:59.606097
245 / 1000 = 24% @2022-12-03 21:52:59.976101
246 / 1000 = 24% @2022-12-03 21:53:00.275865
247 / 1000 = 24% @2022-12-03 21:53:00.618456
248 / 1000 = 24% @2022-12-03 21:53:01.142591
249 / 1000 = 24% @2022-12-03 21:53:01.483081
250 / 1000 = 25% @2022-12-03 21:53:01.822334
251 / 1000 = 25% @2022-12-03 21:53:01.963436
252 / 1000 = 25% @2022-12-03 21:53:02.242438
253 / 1000 = 25% @2022-12-03 21:53:02.522462
254 / 1000 = 25% @2022-12-03 21:53:03.260713
255 / 1000 = 25% @2022-12-03 21:53:03.414655
256 / 1000 = 25% @2022-12-03 21:53:03.751412
257 / 1000 = 25% @2022-12-03 21:53:04.272429
258 / 1000 = 25% @2022-12-03 21:53:05.261481
259 / 1000 = 25% @2022-12-03 21:53:05.598742
260 / 1000 = 26% @2022-12-03 21:53:05.717281
261 / 1000 = 26% @2022-12-03 21:53:06.287360
262 / 1000 = 26% @2022-12-03 21:53:06.429617
263 / 1000 = 26% @2022-12-03 21:53:07.039231
264 / 1000 = 26% @2022-12-03 21:53:07.338419
265 / 1000 = 26% @2022-12-03 21:53:08.069310
266 / 1000 = 26% @2022-12-03 21:53:08.430778
267 / 1000 = 26% @2022-12-03 21:53:09.316633
268 / 1000 = 26% @2022-12-03 21:53:09.583344
269 / 1000 = 26% @2022-12-03 21:53:09.701408
270 / 1000 = 27% @2022-12-03 21:53:10.079598
271 / 1000 = 27% @2022-12-03 21:53:10.233130
272 / 1000 = 27% @2022-12-03 21:53:10.626053
273 / 1000 = 27% @2022-12-03 21:53:10.973022
274 / 1000 = 27% @2022-12-03 21:53:11.694287
275 / 1000 = 27% @2022-12-03 21:53:11.884326
276 / 1000 = 27% @2022-12-03 21:53:13.531176
277 / 1000 = 27% @2022-12-03 21:53:14.410974
278 / 1000 = 27% @2022-12-03 21:53:15.712890
279 / 1000 = 27% @2022-12-03 21:53:16.458513
280 / 1000 = 28% @2022-12-03 21:53:17.698382
281 / 1000 = 28% @2022-12-03 21:53:17.832573
282 / 1000 = 28% @2022-12-03 21:53:17.907538
283 / 1000 = 28% @2022-12-03 21:53:18.296672
284 / 1000 = 28% @2022-12-03 21:53:18.463530
285 / 1000 = 28% @2022-12-03 21:53:18.940040
286 / 1000 = 28% @2022-12-03 21:53:19.768471
287 / 1000 = 28% @2022-12-03 21:53:20.541587
288 / 1000 = 28% @2022-12-03 21:53:20.967851
289 / 1000 = 28% @2022-12-03 21:53:22.503460
290 / 1000 = 29% @2022-12-03 21:53:23.919712
291 / 1000 = 29% @2022-12-03 21:53:25.104583
292 / 1000 = 29% @2022-12-03 21:53:26.059136
293 / 1000 = 29% @2022-12-03 21:53:26.359531
294 / 1000 = 29% @2022-12-03 21:53:27.627866
295 / 1000 = 29% @2022-12-03 21:53:28.068209
296 / 1000 = 29% @2022-12-03 21:53:28.799863
297 / 1000 = 29% @2022-12-03 21:53:29.033389
298 / 1000 = 29% @2022-12-03 21:53:30.145428
299 / 1000 = 29% @2022-12-03 21:53:30.780257
300 / 1000 = 30% @2022-12-03 21:53:30.993978
301 / 1000 = 30% @2022-12-03 21:53:31.296518
302 / 1000 = 30% @2022-12-03 21:53:31.555419
303 / 1000 = 30% @2022-12-03 21:53:31.835173
304 / 1000 = 30% @2022-12-03 21:53:32.449988
305 / 1000 = 30% @2022-12-03 21:53:32.834332
306 / 1000 = 30% @2022-12-03 21:53:33.027529
307 / 1000 = 30% @2022-12-03 21:53:33.181368
308 / 1000 = 30% @2022-12-03 21:53:33.576673
309 / 1000 = 30% @2022-12-03 21:53:33.727084
310 / 1000 = 31% @2022-12-03 21:53:35.383937
311 / 1000 = 31% @2022-12-03 21:53:36.201747
312 / 1000 = 31% @2022-12-03 21:53:37.599535
313 / 1000 = 31% @2022-12-03 21:53:38.022942
314 / 1000 = 31% @2022-12-03 21:53:38.211681
315 / 1000 = 31% @2022-12-03 21:53:38.449454
316 / 1000 = 31% @2022-12-03 21:53:38.753403
317 / 1000 = 31% @2022-12-03 21:53:39.023919
318 / 1000 = 31% @2022-12-03 21:53:39.400605
319 / 1000 = 31% @2022-12-03 21:53:40.554419
320 / 1000 = 32% @2022-12-03 21:53:40.853189
321 / 1000 = 32% @2022-12-03 21:53:41.000218
322 / 1000 = 32% @2022-12-03 21:53:41.637900
323 / 1000 = 32% @2022-12-03 21:53:41.762049
324 / 1000 = 32% @2022-12-03 21:53:41.875938
325 / 1000 = 32% @2022-12-03 21:53:42.027436
326 / 1000 = 32% @2022-12-03 21:53:42.304443
327 / 1000 = 32% @2022-12-03 21:53:42.859990
328 / 1000 = 32% @2022-12-03 21:53:43.130558
329 / 1000 = 32% @2022-12-03 21:53:43.266254
330 / 1000 = 33% @2022-12-03 21:53:44.873283
331 / 1000 = 33% @2022-12-03 21:53:45.442975
332 / 1000 = 33% @2022-12-03 21:53:46.199344
333 / 1000 = 33% @2022-12-03 21:53:46.674065
334 / 1000 = 33% @2022-12-03 21:53:48.484842
335 / 1000 = 33% @2022-12-03 21:53:49.405507
336 / 1000 = 33% @2022-12-03 21:53:50.400136
337 / 1000 = 33% @2022-12-03 21:53:50.629072
338 / 1000 = 33% @2022-12-03 21:53:51.662734
339 / 1000 = 33% @2022-12-03 21:53:52.448565
340 / 1000 = 34% @2022-12-03 21:53:53.432751
341 / 1000 = 34% @2022-12-03 21:53:53.644296
342 / 1000 = 34% @2022-12-03 21:53:55.055019
343 / 1000 = 34% @2022-12-03 21:53:55.340187
344 / 1000 = 34% @2022-12-03 21:53:55.755104
345 / 1000 = 34% @2022-12-03 21:53:56.228604
346 / 1000 = 34% @2022-12-03 21:53:56.796719
347 / 1000 = 34% @2022-12-03 21:53:56.955171
348 / 1000 = 34% @2022-12-03 21:53:58.377540
349 / 1000 = 34% @2022-12-03 21:53:58.892111
350 / 1000 = 35% @2022-12-03 21:53:59.340681
351 / 1000 = 35% @2022-12-03 21:53:59.555003
352 / 1000 = 35% @2022-12-03 21:54:00.020072
353 / 1000 = 35% @2022-12-03 21:54:01.562428
354 / 1000 = 35% @2022-12-03 21:54:01.813418
355 / 1000 = 35% @2022-12-03 21:54:02.690838
356 / 1000 = 35% @2022-12-03 21:54:03.797112
357 / 1000 = 35% @2022-12-03 21:54:04.105634
358 / 1000 = 35% @2022-12-03 21:54:05.652019
359 / 1000 = 35% @2022-12-03 21:54:07.325040
360 / 1000 = 36% @2022-12-03 21:54:07.808354
361 / 1000 = 36% @2022-12-03 21:54:08.095558
362 / 1000 = 36% @2022-12-03 21:54:08.347373
363 / 1000 = 36% @2022-12-03 21:54:08.844805
364 / 1000 = 36% @2022-12-03 21:54:09.449309
365 / 1000 = 36% @2022-12-03 21:54:09.942601
366 / 1000 = 36% @2022-12-03 21:54:10.137544
367 / 1000 = 36% @2022-12-03 21:54:11.588059
368 / 1000 = 36% @2022-12-03 21:54:12.640799
369 / 1000 = 36% @2022-12-03 21:54:12.930783
370 / 1000 = 37% @2022-12-03 21:54:13.392394
371 / 1000 = 37% @2022-12-03 21:54:13.585782
372 / 1000 = 37% @2022-12-03 21:54:13.748554
373 / 1000 = 37% @2022-12-03 21:54:15.123037
374 / 1000 = 37% @2022-12-03 21:54:15.369523
375 / 1000 = 37% @2022-12-03 21:54:15.575497
376 / 1000 = 37% @2022-12-03 21:54:16.639861
377 / 1000 = 37% @2022-12-03 21:54:16.895153
378 / 1000 = 37% @2022-12-03 21:54:18.439846
379 / 1000 = 37% @2022-12-03 21:54:18.656276
380 / 1000 = 38% @2022-12-03 21:54:20.202157
381 / 1000 = 38% @2022-12-03 21:54:20.726516
382 / 1000 = 38% @2022-12-03 21:54:22.357568
383 / 1000 = 38% @2022-12-03 21:54:23.137002
384 / 1000 = 38% @2022-12-03 21:54:23.495573
385 / 1000 = 38% @2022-12-03 21:54:24.711719
386 / 1000 = 38% @2022-12-03 21:54:25.035849
387 / 1000 = 38% @2022-12-03 21:54:25.449739
388 / 1000 = 38% @2022-12-03 21:54:26.313905
389 / 1000 = 38% @2022-12-03 21:54:26.690591
390 / 1000 = 39% @2022-12-03 21:54:27.184338
391 / 1000 = 39% @2022-12-03 21:54:28.161789
392 / 1000 = 39% @2022-12-03 21:54:29.686345
393 / 1000 = 39% @2022-12-03 21:54:30.642070
394 / 1000 = 39% @2022-12-03 21:54:31.013827
395 / 1000 = 39% @2022-12-03 21:54:31.586928
396 / 1000 = 39% @2022-12-03 21:54:32.251614
397 / 1000 = 39% @2022-12-03 21:54:33.315583
398 / 1000 = 39% @2022-12-03 21:54:34.098833
399 / 1000 = 39% @2022-12-03 21:54:35.029600
400 / 1000 = 40% @2022-12-03 21:54:35.516687
401 / 1000 = 40% @2022-12-03 21:54:35.694708
402 / 1000 = 40% @2022-12-03 21:54:36.015040
403 / 1000 = 40% @2022-12-03 21:54:36.468816
404 / 1000 = 40% @2022-12-03 21:54:37.331595
405 / 1000 = 40% @2022-12-03 21:54:38.452428
406 / 1000 = 40% @2022-12-03 21:54:38.931340
407 / 1000 = 40% @2022-12-03 21:54:39.064869
408 / 1000 = 40% @2022-12-03 21:54:39.962018
409 / 1000 = 40% @2022-12-03 21:54:40.361183
410 / 1000 = 41% @2022-12-03 21:54:40.589608
411 / 1000 = 41% @2022-12-03 21:54:40.951216
412 / 1000 = 41% @2022-12-03 21:54:41.508967
413 / 1000 = 41% @2022-12-03 21:54:42.097434
414 / 1000 = 41% @2022-12-03 21:54:43.016101
415 / 1000 = 41% @2022-12-03 21:54:44.243809
416 / 1000 = 41% @2022-12-03 21:54:44.463762
417 / 1000 = 41% @2022-12-03 21:54:44.537608
418 / 1000 = 41% @2022-12-03 21:54:44.765088
419 / 1000 = 41% @2022-12-03 21:54:44.946845
420 / 1000 = 42% @2022-12-03 21:54:46.400475
421 / 1000 = 42% @2022-12-03 21:54:46.794852
422 / 1000 = 42% @2022-12-03 21:54:47.454992
423 / 1000 = 42% @2022-12-03 21:54:48.114769
424 / 1000 = 42% @2022-12-03 21:54:48.170910
425 / 1000 = 42% @2022-12-03 21:54:48.691063
426 / 1000 = 42% @2022-12-03 21:54:49.284260
427 / 1000 = 42% @2022-12-03 21:54:50.355777
428 / 1000 = 42% @2022-12-03 21:54:50.471379
429 / 1000 = 42% @2022-12-03 21:54:50.789694
430 / 1000 = 43% @2022-12-03 21:54:50.855827
431 / 1000 = 43% @2022-12-03 21:54:51.024397
432 / 1000 = 43% @2022-12-03 21:54:51.182338
433 / 1000 = 43% @2022-12-03 21:54:52.036446
434 / 1000 = 43% @2022-12-03 21:54:52.473086
435 / 1000 = 43% @2022-12-03 21:54:52.770216
436 / 1000 = 43% @2022-12-03 21:54:53.204317
437 / 1000 = 43% @2022-12-03 21:54:53.397513
438 / 1000 = 43% @2022-12-03 21:54:55.025477
439 / 1000 = 43% @2022-12-03 21:54:55.220393
440 / 1000 = 44% @2022-12-03 21:54:55.374934
441 / 1000 = 44% @2022-12-03 21:54:55.653374
442 / 1000 = 44% @2022-12-03 21:54:55.844374
443 / 1000 = 44% @2022-12-03 21:54:55.988774
444 / 1000 = 44% @2022-12-03 21:54:56.110351
445 / 1000 = 44% @2022-12-03 21:54:57.507032
446 / 1000 = 44% @2022-12-03 21:54:58.363531
447 / 1000 = 44% @2022-12-03 21:54:59.026419
448 / 1000 = 44% @2022-12-03 21:54:59.834583
449 / 1000 = 44% @2022-12-03 21:55:00.150648
450 / 1000 = 45% @2022-12-03 21:55:00.767645
451 / 1000 = 45% @2022-12-03 21:55:01.513889
452 / 1000 = 45% @2022-12-03 21:55:02.899972
453 / 1000 = 45% @2022-12-03 21:55:03.542956
454 / 1000 = 45% @2022-12-03 21:55:04.720579
455 / 1000 = 45% @2022-12-03 21:55:04.984061
456 / 1000 = 45% @2022-12-03 21:55:06.643259
457 / 1000 = 45% @2022-12-03 21:55:07.543826
458 / 1000 = 45% @2022-12-03 21:55:07.789087
459 / 1000 = 45% @2022-12-03 21:55:09.230393
460 / 1000 = 46% @2022-12-03 21:55:09.431478
461 / 1000 = 46% @2022-12-03 21:55:10.003860
462 / 1000 = 46% @2022-12-03 21:55:10.279288
463 / 1000 = 46% @2022-12-03 21:55:10.481495
464 / 1000 = 46% @2022-12-03 21:55:10.749278
465 / 1000 = 46% @2022-12-03 21:55:10.879380
466 / 1000 = 46% @2022-12-03 21:55:12.406359
467 / 1000 = 46% @2022-12-03 21:55:12.892237
468 / 1000 = 46% @2022-12-03 21:55:13.246466
469 / 1000 = 46% @2022-12-03 21:55:13.596232
470 / 1000 = 47% @2022-12-03 21:55:14.699570
471 / 1000 = 47% @2022-12-03 21:55:16.384042
472 / 1000 = 47% @2022-12-03 21:55:17.520540
473 / 1000 = 47% @2022-12-03 21:55:17.994600
474 / 1000 = 47% @2022-12-03 21:55:18.311681
475 / 1000 = 47% @2022-12-03 21:55:18.538999
476 / 1000 = 47% @2022-12-03 21:55:18.630316
477 / 1000 = 47% @2022-12-03 21:55:18.986113
478 / 1000 = 47% @2022-12-03 21:55:19.195921
479 / 1000 = 47% @2022-12-03 21:55:19.443719
480 / 1000 = 48% @2022-12-03 21:55:20.174493
481 / 1000 = 48% @2022-12-03 21:55:20.451934
482 / 1000 = 48% @2022-12-03 21:55:20.723153
483 / 1000 = 48% @2022-12-03 21:55:22.145101
484 / 1000 = 48% @2022-12-03 21:55:23.634816
485 / 1000 = 48% @2022-12-03 21:55:23.911854
